timestamp,lat,lon,groundspeed_mps,roll_deg,pitch_deg,heading_deg,speed_setpoint_mps,heading_setpoint_deg
2025-08-28T15:58:28.108332,40.8634566,29.2601399,0.023,3.86,-3.81,312.0,,
2025-08-28T15:58:29.098292,40.8634568,29.2601408,0.014,3.89,-3.81,312.0,,
2025-08-28T15:58:30.092064,40.8634567,29.2601414,0.030,3.90,-3.78,312.0,,
2025-08-28T15:58:31.153317,40.8634558,29.2601423,0.051,3.89,-3.77,312.0,,
2025-08-28T15:58:32.091542,40.8634554,29.2601429,0.062,3.89,-3.77,312.0,,
2025-08-28T15:58:33.095075,40.8634551,29.2601433,0.048,3.89,-3.78,312.0,,
2025-08-28T15:58:34.091297,40.8634553,29.2601434,0.027,3.90,-3.80,312.0,,
2025-08-28T15:58:35.094315,40.8634552,29.2601441,0.030,3.89,-3.80,312.0,,
2025-08-28T15:58:36.092172,40.8634543,29.2601453,0.055,3.89,-3.79,312.0,,
2025-08-28T15:58:37.091235,40.8634536,29.2601467,0.089,3.89,-3.77,312.0,,
2025-08-28T15:58:38.095065,40.8634521,29.2601485,0.118,3.88,-3.77,312.0,,
2025-08-28T15:58:39.097750,40.8634516,29.2601489,0.095,3.88,-3.82,312.0,,
2025-08-28T15:58:40.095314,40.8634509,29.2601484,0.051,3.86,-3.88,312.0,,
2025-08-28T15:58:41.093594,40.8634509,29.2601474,0.038,3.88,-3.94,312.0,,
2025-08-28T15:58:42.097305,40.8634509,29.2601463,0.069,3.87,-3.96,312.0,,
2025-08-28T15:58:43.098738,40.8634505,29.2601455,0.078,3.88,-3.94,312.0,,
2025-08-28T15:58:44.094265,40.8634498,29.2601445,0.096,3.88,-3.93,312.0,,
2025-08-28T15:58:45.092923,40.8634490,29.2601440,0.083,3.89,-3.87,312.0,,
2025-08-28T15:58:46.093576,40.8634485,29.2601440,0.056,3.93,-3.84,312.0,0.050,297.2
2025-08-28T15:58:47.100403,40.8634479,29.2601448,0.030,3.97,-3.79,312.0,0.050,297.2
2025-08-28T15:58:48.092568,40.8634473,29.2601462,0.058,4.00,-3.74,312.0,0.050,297.2
2025-08-28T15:58:49.100537,40.8634469,29.2601485,0.111,4.05,-3.71,312.0,0.050,297.2
2025-08-28T15:58:50.096341,40.8634465,29.2601516,0.154,4.07,-3.72,312.0,0.050,297.2
2025-08-28T15:58:51.096094,40.8634461,29.2601533,0.165,4.05,-3.73,312.0,0.050,297.2
2025-08-28T15:58:52.093310,40.8634454,29.2601553,0.164,4.01,-3.74,312.0,,
2025-08-28T15:58:53.090651,40.8634446,29.2601567,0.145,3.96,-3.78,312.0,,
2025-08-28T15:58:54.092467,40.8634443,29.2601574,0.104,3.93,-3.83,312.0,,
2025-08-28T15:58:55.098524,40.8634445,29.2601577,0.060,3.92,-3.88,312.0,,
2025-08-28T15:58:56.094735,40.8634450,29.2601578,0.038,3.91,-3.93,312.0,,
2025-08-28T15:58:57.092400,40.8634453,29.2601579,0.044,3.89,-3.93,312.0,,
2025-08-28T15:58:58.096397,40.8634453,29.2601579,0.037,3.87,-3.91,312.0,,
2025-08-28T15:58:59.095133,40.8634452,29.2601582,0.024,3.86,-3.88,312.0,,
2025-08-28T15:59:00.091082,40.8634446,29.2601592,0.013,3.87,-3.82,312.0,,
2025-08-28T15:59:01.105481,40.8634443,29.2601604,0.034,3.89,-3.79,312.0,,
2025-08-28T15:59:02.095018,40.8634440,29.2601614,0.053,3.90,-3.78,312.0,,
