timestamp,lat,lon,groundspeed_mps,roll_deg,pitch_deg,heading_deg,speed_setpoint_mps,heading_setpoint_deg
2025-08-28T16:06:45.176612,40.8634448,29.2601574,0.075,4.44,-3.66,313.0,,
2025-08-28T16:06:46.170673,40.8634448,29.2601580,0.070,4.44,-3.70,313.0,,
2025-08-28T16:06:47.174430,40.8634446,29.2601581,0.052,4.40,-3.71,313.0,,
2025-08-28T16:06:48.169623,40.8634445,29.2601577,0.036,4.38,-3.74,313.0,,
2025-08-28T16:06:49.174000,40.8634448,29.2601565,0.042,4.38,-3.80,313.0,,
2025-08-28T16:06:50.176896,40.8634451,29.2601561,0.043,4.41,-3.81,313.0,,
2025-08-28T16:06:51.168698,40.8634458,29.2601568,0.022,4.45,-3.77,313.0,,
2025-08-28T16:06:52.173136,40.8634457,29.2601582,0.041,4.49,-3.75,313.0,,
2025-08-28T16:06:53.174014,40.8634452,29.2601593,0.061,4.47,-3.72,313.0,,
2025-08-28T16:06:54.171775,40.8634437,29.2601610,0.102,4.46,-3.69,313.0,,
2025-08-28T16:06:55.184722,40.8634424,29.2601623,0.125,4.44,-3.69,313.0,,
2025-08-28T16:06:56.193954,40.8634415,29.2601627,0.124,4.45,-3.73,313.0,0.050,297.2
2025-08-28T16:06:57.190227,40.8634400,29.2601630,0.114,4.44,-3.77,313.0,0.050,297.2
2025-08-28T16:06:58.187314,40.8634393,29.2601632,0.098,4.44,-3.82,313.0,0.050,297.2
2025-08-28T16:06:59.190347,40.8634392,29.2601633,0.060,4.46,-3.83,313.0,0.050,297.2
2025-08-28T16:07:00.184553,40.8634395,29.2601640,0.019,4.52,-3.86,313.0,0.050,297.2
2025-08-28T16:07:01.189809,40.8634400,29.2601648,0.039,4.56,-3.88,313.0,0.050,297.2
2025-08-28T16:07:02.187870,40.8634405,29.2601655,0.070,4.56,-3.87,313.0,0.050,297.2
2025-08-28T16:07:03.189904,40.8634411,29.2601664,0.089,4.55,-3.86,313.0,0.050,297.2
2025-08-28T16:07:04.184639,40.8634418,29.2601670,0.085,4.52,-3.85,313.0,0.050,297.2
2025-08-28T16:07:05.190651,40.8634421,29.2601670,0.073,4.49,-3.85,313.0,0.050,297.2
2025-08-28T16:07:06.195214,40.8634426,29.2601663,0.065,4.44,-3.86,313.0,0.050,297.2
2025-08-28T16:07:07.188150,40.8634428,29.2601653,0.075,4.42,-3.87,313.0,0.050,297.2
2025-08-28T16:07:08.186213,40.8634425,29.2601643,0.075,4.38,-3.82,313.0,0.050,297.2
2025-08-28T16:07:09.187362,40.8634418,29.2601639,0.063,4.40,-3.77,313.0,0.050,297.2
2025-08-28T16:07:10.191048,40.8634412,29.2601642,0.051,4.43,-3.73,313.0,,
2025-08-28T16:07:11.191395,40.8634408,29.2601644,0.051,4.45,-3.72,313.0,,
2025-08-28T16:07:12.190079,40.8634398,29.2601647,0.071,4.48,-3.72,313.0,,
2025-08-28T16:07:13.188320,40.8634389,29.2601655,0.088,4.48,-3.70,313.0,,
2025-08-28T16:07:14.191347,40.8634384,29.2601665,0.084,4.52,-3.74,313.0,,
2025-08-28T16:07:15.187528,40.8634381,29.2601671,0.070,4.53,-3.78,313.0,,
2025-08-28T16:07:16.198248,40.8634375,29.2601672,0.064,4.51,-3.79,313.0,,
2025-08-28T16:07:17.190907,40.8634375,29.2601668,0.019,4.51,-3.84,313.0,,
2025-08-28T16:07:18.192081,40.8634372,29.2601658,0.025,4.50,-3.86,313.0,,
2025-08-28T16:07:19.190404,40.8634369,29.2601656,0.029,4.49,-3.85,313.0,,
2025-08-28T16:07:20.193032,40.8634365,29.2601651,0.040,4.48,-3.84,313.0,,
2025-08-28T16:07:21.189676,40.8634367,29.2601644,0.049,4.52,-3.87,313.0,,
2025-08-28T16:07:22.191370,40.8634371,29.2601641,0.059,4.53,-3.86,313.0,,
2025-08-28T16:07:23.185758,40.8634372,29.2601638,0.046,4.53,-3.82,313.0,,
2025-08-28T16:07:24.197784,40.8634369,29.2601639,0.016,4.52,-3.78,313.0,,
2025-08-28T16:07:25.190899,40.8634367,29.2601637,0.010,4.51,-3.75,313.0,,
2025-08-28T16:07:26.184566,40.8634368,29.2601630,0.020,4.52,-3.76,313.0,,
2025-08-28T16:07:27.188006,40.8634372,29.2601616,0.048,4.51,-3.78,313.0,,
2025-08-28T16:07:28.190541,40.8634375,29.2601605,0.057,4.51,-3.79,313.0,,
